,gene,modcts,modlist
235,USP9X,0.0,
236,MAP1A,0.0010886117136724984,"[Phosphorylation on S], [Phosphorylation on S]"
237,HP1BP3,0.0043055196762249205,[N-acetylalanine on A]
239,U2AF1,0.010683760683760684,[N-acetylalanine on A]
240,PPIA,0.0487634970393591,"[Hydroxylation on P], [Methylation on R], [Hydroxylation on K], [Acetylation on K], [Hydroxylation on P], [Hydroxylation on N], [Hydroxylation on K]"
241,H2AFY,0.0,
242,EIF3I,0.0,
243,SF1,0.016378907374432886,"[HexNAc on S], [N-acetylalanine on A], [Hydroxylation on N], [HexNAc on S]"
244,ATP5PO,0.0,
245,GART,0.0,
246,MSH6,0.0016339869281045752,[Phosphoserine on S]
247,IQGAP1,0.0009579369869050013,[N-acetylserine on S]
248,UBR5,0.0017012878749213156,[N-acetylthreonine on T]
249,PTGES3,0.05810577208762121,"[Hydroxylation on P], [Acetylation on K], [Hydroxylation on N], [Hydroxylation on N], [Hydroxylation on P], [Acetylation on K], [Hydroxylation on N], [Hydroxylation on N]"
250,NUP88,0.0038557933294775396,[N-acetylalanine on A]
251,NUBP2,0.009710623422023694,[N-acetylmethionine on M]
254,CNN1,0.0,
255,CSTF2,0.006523676291236695,"[Hydroxylation on P], [Dimethylation on R]"
256,ACAT2,0.00484402247626429,[N-acetylmethionine on M]
257,HIP1R,0.0,
258,BRAT1,0.002388287836450049,[Acetylation on X]
259,UBA1,0.0017503325631870053,[Hydroxylation on N]
260,PLS3,0.0030558635035562347,"[Hydroxylation on P], [Hydroxylation on P]"
261,ASNS,0.0,
262,FKBP4,0.0,
263,TUBB6,0.03736920777279522,"[Citrullination on R], [Carboxylation on D], [Hydroxylation on N], [Hydroxylation on N], [Carboxylation on K], [Citrullination on R], [Hydroxylation on P], [Hydroxylation on N], [Formylation on K], [ADP-ribosylation on S], [Hydroxylation on N]"
264,RTN4,0.0018237525532535743,[N-acetylmethionine on M]
265,ERBIN,0.002442121715346293,[Hydroxylation on K]
266,EIF5A2,0.015875806281894486,"[Hydroxylation on P], [Hydroxylation on P]"
267,EIF5A,0.011439029970258523,"[Hydroxylation on P], [Hydroxylation on P], [Hydroxylation on P]"
268,PYGL,0.0,
269,WASHC4,0.0,
270,ATG7,0.0,
271,UBAP2,0.0,
272,NPM3,0.011953143676786996,[N-acetylalanine on A]
273,IDH1,0.0,
274,CCT3,0.0056457304163726185,"[Phosphoserine on S], [Hydroxylation on P]"
275,KIF5B,0.0032450674974039456,"[N-acetylalanine on A], [Acetylation on K]"
276,CCT4,0.019789734075448363,"[Omega-N-methylarginine on R], [Methylation on K], [Hydroxylation on N], [N6-acetyllysine on K], [Methylation on R], [Hydroxylation on N], [Hydroxylation on N], [Methylation on R]"
277,UBQLN1,0.0,
278,ERC1,0.002353834855957097,"[Malonylation on K], [Malonylation on K]"
279,EZR,0.0,
280,GLS,0.0037369207772795215,[Sulfonation on Y]
281,NCAPH,0.0,
282,STAT3,0.004995004995004995,"[N-acetylalanine on A], [Hydroxylation on N]"
283,PRKAG2,0.0,
284,ST13,0.008468834688346884,[Hydroxylation on K]
285,TOP1,0.006079951360389117,"[N-acetylserine on S], [N6-acetyllysine on K]"
286,ANXA1,0.011716919231370098,"[N-acetylalanine on A], [Hydroxylation on N], [Methylation on K]"
287,PLEKHA5,0.004266939750810718,[N-acetylalanine on A]
288,SF3B3,0.0,
289,TNS3,0.0028835063437139563,[Acetylation on X]
290,TOMM70,0.002569901315789474,[Omega-N-methylarginine on R]
291,CDKN2AIPNL,0.021026072329688814,[N-acetylmethionine on M]
292,CSDE1,0.0,
293,SMC3,0.0034965646252556864,"[N6-acetyllysine on K], [N6-acetyllysine on K]"
294,GGA2,0.008585901948999743,[Acetylation on X]
295,DHX9,0.0,
296,OLA1,0.0035458807854209674,"[Hydroxylation on K], [Hydroxylation on K]"
297,UBA2,0.0,
298,HSP90AA1,0.02276867030965392,"[Hydroxylation on N], [Methylation on R], [Hydroxylation on P], [Acetylation on K], [Formylation on K], [Hydroxylation on N], [Nitrosylation on Y], [Hydroxylation on P], [Hydroxylation on P], [Methylation on K]"
299,HSP90AB1,0.03187420314492138,"[Phosphorylation on S], [Hydroxylation on N], [Acetylation on K], [Glutarylation on K], [Hydroxylation on N], [Methylation on R], [Dimethylation on K], [Phosphoserine on S], [Hydroxylation on N], [ADP-ribosylation on S], [Methylation on R], [Nitrosylation on Y], [Hydroxylation on P], [Hydroxylation on P], [Methylation on K]"
301,DNAAF5,0.007309941520467836,"[N-acetylalanine on A], [Hydroxylation on P]"
302,CTNND1,0.0,
303,EHD1,0.0026375481352534686,[N-acetylmethionine on M]
304,NCL,0.011737089201877934,"[Phosphoserine on S], [N6-acetyllysine on K], [Acetylation on K], [Hydroxylation on N]"
305,ADK,0.0,
306,GOT1,0.010377032168799722,"[Acetylation on X], [Hydroxylation on P], [Hydroxylation on N]"
307,HNRNPM,0.003755148470203919,"[Hydroxylation on P], [N-acetylalanine on A], [Hydroxylation on P]"
308,ALCAM,0.0,
309,RACK1,0.022445663343291622,"[Hydroxylation on N], [Hydroxylation on N], [Phosphorylation on T], [Hydroxylation on N], [Hydroxylation on N], [Hydroxylation on N], [Nitrosylation on Y], [Carboxylation on K], [Hydroxylation on N], [Hydroxylation on P], [Hydroxylation on P], [Methylation on R], [Hydroxylation on N], [Hydroxylation on N], [N-acetylthreonine on T], [N-acetylmethionine on M], [Formylation on K], [Hydroxylation on N], [Hydroxylation on P], [Hydroxylation on P], [Methylation on R], [Hydroxylation on N], [Hydroxylation on N], [Hydroxylation on N], [Hydroxylation on P], [Hydroxylation on P], [Methylation on R]"
310,PDIA4,0.0030399756801945585,[Hydroxylation on P]
311,GNAS,0.0059024908511391815,"[Phosphorylation on T], [Phosphorylation on T]"
312,EEF2,0.023003312476996687,"[Acetylation on X], [Nitrosylation on Y], [Phosphorylation on Y], [Phosphorylation on S], [Hydroxylation on P], [Hydroxylation on P], [Diphthamide on H], [Hydroxylation on P], [Hydroxylation on P], [Hydroxylation on P], [Hydroxylation on N], [Hydroxylation on P], [Hydroxylation on P], [Hydroxylation on P], [Methylation on K]"
313,TIMM50,0.0,
315,PSMC3,0.010513404590853337,"[N-acetylmethionine on M], [Acetylation on K], [Hydroxylation on N]"
316,BLVRB,0.016181229773462785,"[Hydroxylation on P], [Hydroxylation on P]"
317,UPF1,0.0,
318,TARDBP,0.022644927536231887,"[Hydroxylation on P], [Hydroxylation on N], [Butyrylation on K]"
320,STAM,0.007122507122507123,[Hydroxylation on P]
321,CKAP4,0.0,
322,THOP1,0.0,
323,DYNC1H1,0.0,
324,UGGT1,0.0,
325,HNRNPA0,0.0,
326,RPA1,0.003121878121878122,[N-acetylmethionine on M]
327,PAGE2B,0.0,
328,PAGE2,0.0,
329,KRT18,0.008159934720522236,"[Hydroxylation on P], [Citrullination on R]"
330,NPLOC4,0.0032249742002063986,"[N-acetylalanine on A], [Acetylation on K]"
331,DLAT,0.0,
332,ANKFY1,0.0053464499572284,[Hydroxylation on N]
333,CACYBP,0.011695906432748537,"[N-acetylalanine on A], [Acetylation on K]"
334,DBN1,0.007516253899056711,"[N-acetylalanine on A], [Phosphoserine on S]"
335,NAPA,0.0,
336,ENO2,0.008084727948904519,"[Hydroxylation on P], [Hydroxylation on P]"
337,UMPS,0.0,
338,GNPDA2,0.0,
339,NUMA1,0.0,
340,GOT2,0.003370407819346141,[N6-succinyllysine on K]
341,SLC25A4,0.012428535918468805,"[N-acetylglycine on G], [N6,N6,N6-trimethyllysine on K]"
343,ABCD3,0.0,
344,VAT1,0.005089058524173028,[Nitrosylation on C]
345,FUBP3,0.0030142271521581866,[N-acetylalanine on A]
346,NECAP1,0.009259259259259259,"[Acetylation on X], [Acetylation on X], [Acetylation on X], [Acetylation on X], [Acetylation on X]"
347,LMNA,0.009387452473966908,"[Acetylation on K], [Citrullination on R], [Formylation on K], [Methylation on K], [Acetylation on K], [Citrullination on R], [Formylation on K], [Phosphorylation on S]"
348,TNPO3,0.004012680069018097,[N-acetylmethionine on M]
349,AK2,0.0,
350,PDLIM4,0.00946969696969697,"[Phosphorylation on S], [Dimethylation on K]"
351,HNRNPH3,0.017341040462427744,"[Hydroxylation on N], [Hydroxylation on P], [Omega-N-methylarginine on R]"
352,MAP4,0.005419603335063257,"[Phosphorylation on S], [Phosphothreonine on T], [Phosphoserine on S], [Phosphoserine on S], [N-acetylalanine on A], [Phosphorylation on S], [Phosphothreonine on T], [Phosphoserine on S], [Phosphoserine on S]"
353,CPSF3,0.0034809245335561127,[N-acetylserine on S]
354,ACTG1,0.16345210853220007,"[N-acetylglutamate on E], [Hydroxylation on K], [Acetylation on K], [Nitrosylation on Y], [Hydroxylation on P], [Carboxylation on E], [Tele-methylhistidine on H], [Hydroxylation on N], [Carboxylation on D], [Hydroxylation on K], [N6-methyllysine on K], [Formylation on K], [Butyrylation on K], [Hydroxybutyrylation on K], [Acetylation on K], [Dimethylation on K], [Succinylation on K], [Crotonylation on K], [Hydroxylation on P], [Hydroxylation on P]"
355,SEC23B,0.0028972910328842532,[N-acetylalanine on A]
356,EIF1B,0.013614703880190605,[N-acetylserine on S]
357,EIF1,0.011492931846914148,[N-acetylserine on S]
358,WDR61,0.005752085130859937,[N-acetylmethionine on M]
359,SDF2,0.0,
360,BICD2,0.004494786048184107,[N-acetylserine on S]
361,CLIC4,0.022586109542631284,"[N-acetylalanine on A], [Hydroxylation on P], [Formylation on K], [Hydroxylation on N]"
362,VCP,0.023263027295285357,"[N-acetylalanine on A], [Hydroxylation on N], [Hydroxylation on P], [Hydroxylation on P], [Methylation on K], [N6,N6,N6-trimethyllysine on K], [Hydroxylation on N], [Hydroxylation on P], [Hydroxylation on P], [Hydroxylation on P], [Hydroxylation on N], [Hydroxylation on P]"
364,MAPK1,0.006172839506172839,[N-acetylalanine on A]
365,LONP1,0.0,
367,UBA5,0.0,
368,PRPSAP2,0.0,
369,GDI2,0.0056179775280898875,"[Acetylation on K], [Methylation on K]"
370,RAB14,0.005672149744753261,[N-acetylalanine on A]
371,NES,0.007173292397744717,"[Phosphorylation on S], [ADP-ribosylation on S], [Phosphorylation on S], [Phosphorylation on S], [Phosphoserine on S]"
372,IFITM3,0.025062656641604012,[Acetylation on X]
373,GTF3C1,0.0,
374,PTPN23,0.0,
375,ARHGEF2,0.005512312376795352,"[Phosphorylation on S], [Nitrosylation on Y], [Phosphorylation on S], [Nitrosylation on Y]"
376,DNAJA1,0.009505251651537474,"[Hydroxylation on N], [Hydroxylation on P]"
377,EIF3B,0.008011964533703664,"[N-acetylmethionine on M], [Hydroxylation on N], [Hydroxylation on K]"
378,VPS18,0.0,
379,ASAH1,0.0,
380,U2AF2,0.00935672514619883,"[Hydroxylation on P], [Hydroxylation on P]"
381,PRKCSH,0.015356265356265355,"[ADP-ribosylation on S], [Hydroxylation on P], [Hydroxylation on P], [Acetylation on K], [Hydroxylation on P], [Hydroxylation on P], [Acetylation on K], [Hydroxylation on P], [Hydroxylation on P], [Acetylation on K]"
382,EIF5B,0.0,
383,STAT1,0.0026666666666666666,[N-acetylserine on S]
384,UBA6,0.0,
385,SORD,0.015278838808250574,"[N-acetylalanine on A], [Hydroxylation on N], [Hydroxylation on P]"
386,PSMC2,0.006415191172696947,"[Hydroxylation on P], [Hydroxylation on K]"
387,MKI67,0.0038390663390663387,"[Phosphoserine on S], [Phosphothreonine on T], [ADP-ribosylation on S], [Phosphothreonine on T], [ADP-ribosylation on S]"
388,SDHA,0.0,
390,IMPA1,0.014157287463721949,"[Hydroxylation on N], [Hydroxylation on P]"
391,PSMD8,0.005712000913920146,[Acetylation on X]
392,GMPS,0.0,
393,CAPN2,0.00974025974025974,"[Hydroxylation on P], [Acetylation on K], [Formylation on K]"
394,RTCB,0.0033003300330033004,[Hydroxylation on N]
395,RCN1,0.0,
396,RPSA,0.01753873286371979,"[N-acetylserine on S], [Hydroxylation on P], [Hydroxylation on P], [N-acetylserine on S], [Hydroxylation on P], [Hydroxylation on P]"
397,TP53I3,0.005905976848570754,[N-acetylmethionine on M]
398,EPHA2,0.0026962899050905955,[Hydroxylation on P]
399,USP5,0.007946598855689765,"[N-acetylalanine on A], [Hydroxylation on P], [Hydroxylation on K]"
400,KHDRBS1,0.016123831022250887,"[Hydroxylation on K], [Hydroxylation on N]"
401,PDIA3,0.0,
402,PSMB4,0.0,
403,CTPS1,0.0025637081474644925,[Phosphorylation on S]
404,EIF6,0.013836042891732963,"[Hydroxylation on N], [Hydroxylation on N]"
405,CAPRIN1,0.0,
406,ALDOC,0.011944577161968466,[Hydroxylation on P]
407,DLG1,0.002734332276058186,[Nitrosylation on C]
408,EIF3K,0.011188185276348177,[N-acetylalanine on A]
409,HYOU1,0.0010880445663054357,[Hydroxylation on P]
410,HMGCS1,0.0,
411,UGP2,0.003685141509433962,[Acetylation on X]
412,NLN,0.0,
413,VTA1,0.009580379383023568,[N-acetylalanine on A]
414,ERP44,0.005240540823813018,[HexNAc on S]
415,ACLY,0.005449591280653951,"[Hydroxylation on P], [Hydroxylation on N], [Phosphothreonine on T]"
417,UBE2L3,0.012487512487512488,[Methylation on R]
418,VPS33B,0.004911350130150778,[N-acetylalanine on A]
419,BTF3L4,0.0,
420,PSMA4,0.0035875726483461288,[Phosphorylation on T]
421,PRDX6,0.022321428571428572,"[Acetylation on X], [Hydroxylation on P], [Hydroxylation on P], [Hydroxylation on K]"
422,APRT,0.00992063492063492,[N-acetylalanine on A]
423,MVP,0.0019645979450305497,[N-acetylalanine on A]
424,TXNL1,0.0057670126874279125,[Acetylation on X]
425,SAE1,0.0,
426,SMC1A,0.0,
427,RPS12,0.010237510237510237,[N-acetylalanine on A]
428,AHSA1,0.0038928682653379012,[Succinylation on K]
429,TUFM,0.010880603510808065,"[Hydroxylation on K], [N6-acetyllysine on K], [Hydroxylation on P]"
430,HSPH1,0.012361375997739635,"[N-acetylserine on S], [Hydroxylation on N], [Acetylation on K], [Hydroxylation on P], [Hydroxylation on N], [Hydroxylation on N], [Phosphoserine on S]"
431,TPI1,0.035407630344339205,"[Succinylation on K], [Phosphoserine on S], [Hydroxylation on P], [Hydroxylation on K], [Hydroxylation on P], [Hydroxylation on K], [Hydroxylation on P], [N6-acetyllysine on K]"
432,PGK1,0.02425026271117937,"[Hydroxylation on N], [Hydroxylation on P], [Phosphoserine on S], [Hydroxylation on N], [Hydroxylation on K], [Acetylation on K], [N6-acetyllysine on K], [Hydroxylation on N], [Hydroxylation on P]"
434,ARF4,0.010541851149061775,[Hydroxylation on N]
435,ARF3,0.0254993625159371,"[Hydroxylation on P], [Methylation on K], [Methylation on K]"
436,ARF1,0.033999150021249466,"[N-acetylglycine on G], [Hydroxylation on P], [Methylation on K], [Methylation on K]"
437,ARF5,0.01763668430335097,"[Hydroxylation on P], [Methylation on K]"
438,SQSTM1,0.005681818181818182,[Phosphorylation on S]
439,NPM1,0.059187782402068116,"[Butyrylation on K], [Hydroxylation on N], [Nitrosylation on Y], [Hydroxylation on P], [Methylation on K], [Hydroxylation on P], [Methylation on R], [Phosphoserine on S], [N6-acetyllysine on K], [Hydroxylation on P], [Methylation on R]"
440,TUBA3C,0.05405405405405406,"[Succinylation on K], [Hydroxylation on N], [Methylation on K], [Acetylation on K], [Formylation on K], [Butyrylation on K], [Hydroxylation on P], [Citrullination on R], [Citrullination on R], [Hydroxylation on N], [Hydroxylation on N], [Methylation on R], [Hydroxylation on P], [Hydroxylation on N], [Hydroxylation on N], [Hydroxylation on P], [Hydroxylation on K], [Methylation on R]"
441,TUBA3D,0.05405405405405406,"[Succinylation on K], [Hydroxylation on N], [Methylation on K], [Acetylation on K], [Formylation on K], [Butyrylation on K], [Hydroxylation on P], [Citrullination on R], [Citrullination on R], [Hydroxylation on N], [Hydroxylation on N], [Methylation on R], [Hydroxylation on P], [Hydroxylation on N], [Hydroxylation on N], [Hydroxylation on P], [Hydroxylation on K], [Methylation on R]"
442,TUBA1B,0.05872523021913266,"[Succinylation on K], [Hydroxylation on N], [Methylation on K], [Acetylation on K], [Formylation on K], [Butyrylation on K], [Hydroxylation on P], [Citrullination on R], [Methylation on R], [Citrullination on R], [Hydroxylation on N], [Hydroxylation on N], [Methylation on R], [Hydroxylation on P], [Hydroxylation on N], [Hydroxylation on N], [Hydroxylation on P], [Methylation on R], [Succinylation on K], [Hydroxylation on N], [Methylation on K], [Acetylation on K], [Formylation on K], [Butyrylation on K], [Hydroxylation on P], [Citrullination on R], [Methylation on R], [Pyridoxal phosphate on K], [Citrullination on R], [Hydroxylation on N], [Hydroxylation on N], [Methylation on R], [Hydroxylation on P]"
443,TUBA4A,0.04185267857142857,"[Hydroxylation on K], [Hydroxylation on P], [Hydroxylation on P], [Citrullination on R], [Hydroxylation on N], [Hydroxylation on N], [Methylation on R], [Hydroxylation on P], [Hydroxylation on N], [Hydroxylation on N], [Hydroxylation on P], [Methylation on R]"
444,TUBA3E,0.05555555555555555,"[Succinylation on K], [Hydroxylation on N], [Methylation on K], [Acetylation on K], [Formylation on K], [Butyrylation on K], [Hydroxylation on P], [Citrullination on R], [Citrullination on R], [Hydroxylation on N], [Hydroxylation on N], [Methylation on R], [Hydroxylation on P], [Hydroxylation on N], [Hydroxylation on N], [Hydroxylation on P], [Hydroxylation on K]"
445,TUBA1C,0.06072874493927125,"[Succinylation on K], [Hydroxylation on N], [Methylation on K], [Acetylation on K], [Formylation on K], [Butyrylation on K], [Hydroxylation on P], [Citrullination on R], [Methylation on R], [Hydroxylation on P], [Hydroxylation on N], [Hydroxylation on P], [Methylation on K], [Hydroxylation on P], [Hydroxylation on K]"
446,TXNRD1,0.0,
447,ELP1,0.0,
448,PUF60,0.0034048348655090228,[Hydroxylation on N]
449,SPR,0.0,
450,PARK7,0.017184008974341036,"[Cysteine sulfinic acid (-SO2H) on C], [Hydroxylation on P], [Hydroxylation on P], [Cysteine sulfinic acid (-SO2H) on C], [Hydroxylation on P]"
451,DYNLL1,0.0,
452,KTN1,0.0013398539559188048,[Phosphorylation on S]
453,HBS1L,0.0,
454,G6PD,0.011697274535033338,"[N-acetylalanine on A], [Methylation on K], [Hydroxylation on P], [Hydroxylation on N], [Methylation on R]"
455,IQGAP3,0.0,
456,GPD2,0.0,
457,DPYSL3,0.0,
458,NONO,0.0,
459,MTHFD1L,0.0,
460,HUWE1,0.0007620789513793629,[Phosphorylation on S]
461,POR,0.0,
462,HSPA4,0.0053304904051172716,"[Hydroxylation on P], [Hydroxylation on P], [Hydroxylation on N]"
463,MAT2A,0.0,
464,SET,0.0,
465,ATP5F1A,0.0031724881824815206,[Phosphoserine on S]
466,PDCD11,0.0015719810104693937,[N-acetylalanine on A]
467,NUP214,0.0023923444976076554,[HexNAc on S]
468,TBL3,0.0,
469,GCN1,0.0024959440908523646,"[N-acetylalanine on A], [Methylation on R], [Nitrosylation on C]"
470,ANXA2,0.03687315634218289,"[N-acetylserine on S], [Butyrylation on K], [Phosphorylation on S], [Butyrylation on K], [Methylation on K], [Acetylation on K], [Dimethylation on K], [Trimethylation on K], [Methylation on R], [Hydroxylation on P], [Methylation on R]"
471,RAB11B,0.0,
472,PRDX2,0.0,
473,AAAS,0.00666000666000666,"[N-acetylcysteine on C], [Acetylation on K]"
474,MGME1,0.0,
475,NDRG3,0.006201550387596899,[N-acetylmethionine on M]
476,ECPAS,0.0,
477,SLC35F2,0.012153621779290228,[N-acetylmethionine on M]
478,GID8,0.007433838834374071,[Acetylation on X]
479,GDI1,0.009069472156720479,"[Acetylation on K], [Methylation on K], [Methylation on K]"
480,COL1A1,0.027004701995170924,"[Citrullination on R], [4-hydroxyproline on P], [4-hydroxyproline on P], [4-hydroxyproline on P], [4-hydroxyproline on P], [4-hydroxyproline on P], [4-hydroxyproline on P], [4-hydroxyproline on P], [4-hydroxyproline on P], [4-hydroxyproline on P], [4-hydroxyproline on P], [4-hydroxyproline on P], [4-hydroxyproline on P], [3-hydroxyproline on P], [4-hydroxyproline on P], [4-hydroxyproline on P], [Hydroxylation on K]"
481,PPA1,0.00865051903114187,"[Hydroxylation on N], [Hydroxylation on P]"
482,RBM39,0.0,
483,DDX1,0.0,
484,HSPA5,0.021090372245070127,"[Hydroxylation on N], [Hydroxylation on P], [Nitrosylation on Y], [Methylation on K], [Hydroxylation on K], [Methylation on K], [N6,N6,N6-trimethyllysine on K], [N6,N6-dimethyllysine on K]"
485,TOR1AIP1,0.004919323101141283,"[HexNAc on S], [HexNAc on S], [HexNAc on S]"
486,TRIO,0.0,
487,PPP2CB,0.005779010633379566,[Hydroxylation on N]
488,PPP2CA,0.0,
489,LDHB,0.0,
490,CD2AP,0.005905453686479463,"[Phosphoserine on S], [Phosphoserine on S]"
491,AK1,0.0,
492,KPNA2,0.0,
493,GNS,0.006967670011148271,[HexNAc on Nxs]
494,LTA4H,0.0,
495,POLR1A,0.0,
496,DDX6,0.0,
497,ARL3,0.0,
498,SNRPD1,0.0,
499,PAFAH1B2,0.01898614011771407,"[N-acetylserine on S], [Hydroxylation on P]"
500,ADSL,0.0035622684525505838,[N-acetylalanine on A]
501,TP53BP1,0.006338742393509129,"[Phosphorylation on S], [Phosphorylation on S], [Phosphorylation on T]"
502,NLE1,0.0,
503,CSTF3,0.0036702635249210897,[N-acetylserine on S]
504,NUP62,0.014736221632773357,"[N-acetylserine on S], [Hydroxylation on N]"
505,TWF2,0.004276611213274601,[N-acetylalanine on A]
506,PARP1,0.0016715140574332231,[Trimethylation on K]
507,SNRPD3,0.014974543276430068,[N-acetylserine on S]
508,ME2,0.0,
509,PRPF4,0.0,
510,ZFR,0.002660281989890929,[Phosphoserine on S]
511,BAIAP2L1,0.004348771472059144,[Phosphorylation on S]
512,GFPT1,0.0,
513,SRRT,0.013430029546065002,"[Phosphorylation on S], [Phosphorylation on T], [Hydroxylation on K], [Hydroxylation on K]"
514,FXR1,0.003160209064295527,"[Methylation on K], [Methylation on K]"
515,HACD3,0.01841620626151013,"[N-acetylmethionine on M], [Acetylation on K]"
516,YTHDF3,0.00949667616334283,"[N-acetylserine on S], [HexNAc on T]"
518,HNRNPUL1,0.0,
519,CTNNAL1,0.0,
520,IRF2BP2,0.0,
521,AP1B1,0.0024505599529492487,[Carboxylation on E]
522,SMG8,0.0,
523,NUP160,0.0024549516374527424,[Phosphorylation on S]
524,EPS15,0.0030164092664092665,[N-acetylalanine on A]
525,GANAB,0.003923414940364093,"[Hydroxylation on N], [Citrullination on R]"
526,GTPBP4,0.0,
527,SDF2L1,0.010283833813245578,[Methylation on K]
528,HEATR1,0.0013718173836698858,[N-acetylmethionine on M]
529,RBM14,0.0035589721688376393,[Phosphothreonine on T]
530,PCMT1,0.0,
531,SNRPA,0.008246742536698003,[N-acetylalanine on A]
532,ACO1,0.0025564986194907455,[Acetylation on X]
533,APMAP,0.004217273954116059,[HexNAc on Nxt]
534,USP13,0.0,
535,CBR1,0.005084659582040982,[N-acetylserine on S]
536,ERCC6L,0.0,
537,PCBP1,0.003555681979803726,[N-acetylmethionine on M]
538,TAGLN2,0.02512562814070352,"[Hydroxylation on N], [Nitrosylation on Y], [Hydroxylation on P], [Phosphorylation on S]"
539,SMC2,0.0,
540,HIST1H2AB,0.18315018315018314,"[N5-methylglutamine on Q], [Hydroxylation on P], [Hydroxylation on P], [Methylation on K], [Formylation on K], [Glutarylation on K], [Acetylation on K], [Trimethylation on K], [N6-crotonyllysine on K], [Formylation on K]"
542,HIST2H2AC,0.12112403100775193,"[N5-methylglutamine on Q], [Hydroxylation on P], [Hydroxylation on P], [Methylation on K], [Formylation on K], [Glutarylation on K], [Acetylation on K], [Trimethylation on K], [N6-crotonyllysine on K], [Formylation on K]"
544,SNX3,0.0102880658436214,[Omega-N-methylarginine on R]
545,DDX18,0.0029850746268656717,[Phosphorylation on T]
546,DLGAP5,0.0,
547,EIF3A,0.0,
548,EEF1B2,0.03418803418803419,"[Acetylation on X], [Nitrosylation on Y], [Methylation on K], [Hydroxylation on K], [Hydroxylation on P]"
549,TRIM28,0.0019009599847923202,[N-acetylalanine on A]
550,DNAJA3,0.0,
551,PPP2R5D,0.0,
552,TPT1,0.009228497600590625,"[Acetylation on K], [Acetylation on K], [Acetylation on K]"
553,AGPS,0.0,
554,MYO5B,0.006012506012506013,[Nitrosylation on Y]
555,EEF1E1,0.011973180076628353,[N-acetylalanine on A]
556,QTRT1,0.006706458319361544,[N-acetylalanine on A]
557,LMO7,0.0,
558,CCAR2,0.0029281719422564493,[Phosphoserine on S]
559,CAPZA2,0.005463286713286714,[N-acetylalanine on A]
560,CSNK2A1,0.0,
561,DCTN4,0.006587615283267457,[N-acetylalanine on A]
562,CPPED1,0.0075826508947528055,[Acetylation on X]
563,PXN,0.009432182607055273,"[Phosphorylation on S], [Phosphorylation on S]"
564,LMAN1,0.004001600640256103,[Hydroxylation on P]
565,PABPN1,0.04084967320261438,"[N-acetylalanine on A], [Omega-N-methylarginine on R], [Dimethylation on R], [Omega-N-methylarginine on R], [Asymmetric dimethylarginine on R]"
566,AP3B1,0.0,
567,CDC5L,0.0,
568,NPEPPS,0.0,
569,FANCA,0.009818360333824251,[Phosphorylation on T]
570,GPS1,0.006132711885195634,"[Butyrylation on K], [Butyrylation on K], [Butyrylation on K], [Butyrylation on K], [Butyrylation on K]"
571,TOMM40,0.005771006463527239,[Hydroxylation on P]
572,UFD1,0.005089576547231271,[N-acetylmethionine on M]
573,GRSF1,0.004734848484848485,"[Phosphoserine on S], [Phosphoserine on S], [Citrullination on R], [Phosphoserine on S]"
574,G3BP1,0.011099600414385083,"[Acetylation on X], [Phosphorylation on S], [Dimethylated arginine on R]"
575,MAGEB2,0.0,
576,FRYL,0.001659475605708596,[N-acetylserine on S]
577,IMMT,0.0,
578,TUBB3,0.026143790849673203,"[Nitrosylation on Y], [Hydroxylation on P], [Nitrosylation on Y], [Methylation on R], [Hydroxylation on P], [Hydroxylation on P], [Hydroxylation on N], [Formylation on K]"
579,RPL3,0.0,
580,AP2B1,0.0,
581,PGM1,0.0,
582,CTTN,0.007736943907156673,"[Phosphorylation on S], [Phosphorylation on S]"
583,ALKBH4,0.03679175864606328,[Hydroxylation on P]
584,PPIH,0.00649392817715436,[N-acetylalanine on A]
585,USP11,0.003105590062111801,[Acetylation on X]
586,DLST,0.0,
587,IMPDH2,0.0,
588,POTEE,0.020671834625323,"[Methylation on K], [Methylation on K], [Nitrosylation on Y], [Hydroxylation on P]"
589,NECTIN2,0.006638343069569836,[Phosphorylation on S]
590,AARS,0.007003782042302844,"[N-acetylmethionine on M], [Hydroxylation on P], [Hydroxylation on P], [Hydroxylation on K]"
591,PSMA2,0.0,
592,NUDC,0.0,
593,ILVBL,0.00491431256858472,"[Methylation on K], [Methylation on K]"
594,NOMO1,0.0,
597,DDX47,0.008140008140008141,"[N-acetylalanine on A], [Phosphorylation on S]"
598,STK26,0.006163708086785009,[N-acetylalanine on A]
599,ERP29,0.0073681108163866785,[Hydroxylation on P]
600,SON,0.005888587916617595,"[N-acetylalanine on A], [HexNAc on S], [N6-acetyllysine on K]"
601,PFDN5,0.023470505398216244,"[N-acetylalanine on A], [Hydroxylation on N], [Hydroxylation on P]"
602,CSNK2A2,0.0,
604,GPKOW,0.004201680672268907,[Acetylation on K]
606,STK24,0.006223549912870301,[Acetylation on X]
607,SMARCC2,0.0,
608,RANGAP1,0.0029887324785558447,[Acetylation on K]
609,PRKAB1,0.007122507122507123,[Phosphoserine on S]
610,RPS27A,0.08361204013377926,"[Phosphorylation on T], [Phosphorylation on T], [Glutarylation on K], [Phosphorylation on T], [Phosphorylation on T], [Hydroxylation on P], [Methylation on K], [Acetylation on K], [Glutarylation on K]"
